wallet_id,pool_id,reason,metric,value,threshold
0x59a097be5be93dcc30afe3ea8d7210386c326040,,Empty token symbols,token_symbols,0.0,1.0
0x2013b129be01b884c112f715ca59a9e07d6a8c33,,Empty token symbols,token_symbols,0.0,1.0
0xfc7e4d6307a23298bc146c046ddd4936bac01da5,,Empty token symbols,token_symbols,0.0,1.0
0xca4b599a1deac69df773d11a9fbb697e53cb0328,,Empty token symbols,token_symbols,0.0,1.0
0x948a4dbdaccb4d10b9395b4c863d34e335e3eb21,,Empty token symbols,token_symbols,0.0,1.0
0x978f8e251c8eb5a23f2b6ff6f681785293fea030,,Empty token symbols,token_symbols,0.0,1.0
0xe62c0d3423351ab3dfa1c1a403392a5ad58c617b,,Empty token symbols,token_symbols,0.0,1.0
0xc06ec21e4b2c18ad9bf17821805e57cff347dea0,,Empty token symbols,token_symbols,0.0,1.0
0x1ae8386744dc15d8438f2d624e36630f5a04df39,,Empty token symbols,token_symbols,0.0,1.0
0x2711d3879b0e46a1cb14a947909ae57af5e94258,,Empty token symbols,token_symbols,0.0,1.0
0x1ba6bb9140b030453433002404ef34b9d91be583,,Empty token symbols,token_symbols,0.0,1.0
0xf18210b928bc3cd75966329429131a7fd6d1b667,,Empty token symbols,token_symbols,0.0,1.0
0xe9c52bb95761185839dde8a360fa827564240c84,,Empty token symbols,token_symbols,0.0,1.0
0x9fa309b4c9033704b395a33c7e7c0d019972d728,,Empty token symbols,token_symbols,0.0,1.0
0x341c34111c2ec6346dfaa4ae5e67a3d771ca6241,,Empty token symbols,token_symbols,0.0,1.0
0x5c71b7a7434dd2a5b7ce3148fbb19dcfb58f026a,,Empty token symbols,token_symbols,0.0,1.0
0xd51b7beb08dc46adadf97dfccc1d50714a36f1e1,,Empty token symbols,token_symbols,0.0,1.0
0x346320465a423ad11ecfaa89eec99f4fb9ef347f,,Empty token symbols,token_symbols,0.0,1.0
0xba1d025f46f9a6358fbd03d2b2a86c7317c7684c,,Empty token symbols,token_symbols,0.0,1.0
0x96dce964d146ce7f0e30c7b629d38d39add7c47f,,Empty token symbols,token_symbols,0.0,1.0
0x2274e3eda6781b185fdfa27cf37a9245f1de8830,,Empty token symbols,token_symbols,0.0,1.0
0x21b6e93c2e261fc0fd3a763e0841ce6fe739222f,,Empty token symbols,token_symbols,0.0,1.0
0xe7984dab5f8f869f8fcf47d6172416df0829e4ef,,Empty token symbols,token_symbols,0.0,1.0
0x2d0c2a3da21e885886a6f445f23f97cb5260eab6,,Empty token symbols,token_symbols,0.0,1.0
0x5d835abc5da4f6c26345fd7ee7c343258f549206,,Empty token symbols,token_symbols,0.0,1.0
0x0052830c57696794e3999ed44dd2bb20d286a19b,,Empty token symbols,token_symbols,0.0,1.0
0x342354b14780f84a20fa57f669e0e3c73abf1704,,Empty token symbols,token_symbols,0.0,1.0
0x15e703dc3a62dd04c36a5583ea971639de8890b0,,Empty token symbols,token_symbols,0.0,1.0
0xe20b9ddaa7c96ab41610531263a69292b19d3a0d,,Empty token symbols,token_symbols,0.0,1.0
0x5b31881d1c88de2219055f67b50ce6ff3813c7d6,,Empty token symbols,token_symbols,0.0,1.0
0x3eb381f56cf761a091e2c939eb1d4569f0eb3a16,,Empty token symbols,token_symbols,0.0,1.0
0x28e118a91d77aaec6afbe1c6887be757d832de50,,Empty token symbols,token_symbols,0.0,1.0
0xd99ed2f17617082d377ad741b2ae9642212daa5a,,Empty token symbols,token_symbols,0.0,1.0
0x67b9b36ccb25a57a9cf77cbdbb75b586462f184f,,Empty token symbols,token_symbols,0.0,1.0
0x882ac9e6ca6dab3e76327ae02eac26c7c9921f4a,,Empty token symbols,token_symbols,0.0,1.0
0x59601224bc94c531ae5aa701a5d68d2d3762161b,,Empty token symbols,token_symbols,0.0,1.0
0x897c3dcbe8c43ca0a66ad2ff44972e680c839a61,,Empty token symbols,token_symbols,0.0,1.0
0xf3feb24a330be5a753c070797329047a565f739e,,Empty token symbols,token_symbols,0.0,1.0
0xa6ba55413bbc92e046132b04cb492039372506f6,,Empty token symbols,token_symbols,0.0,1.0
0xd3e3b95ed0edc914bf0a0d78ac758d735392a3a4,,Empty token symbols,token_symbols,0.0,1.0
0xbb27baf085cb9c46d9f64b8d1f43d3e5a34d2c1c,,Empty token symbols,token_symbols,0.0,1.0
0xeb4a1678cea21b0dcbf4cbfb643619ce0ceed915,,Empty token symbols,token_symbols,0.0,1.0
0x55b37193a91fbd38806b699c02df8c65b9d45500,,Empty token symbols,token_symbols,0.0,1.0
0xb441a254df78cca3e9d9d1eaba91a6e13abf5a8d,,Empty token symbols,token_symbols,0.0,1.0
0x9831485669c394b4060097ec56ee79e27682eae5,,Empty token symbols,token_symbols,0.0,1.0
0xfeee95cf4c44d54143c238f0d85527b3f2b05533,,Empty token symbols,token_symbols,0.0,1.0
0x22d950031b6f2bf0fb5a80cd967d52e40dafd9a6,,Empty token symbols,token_symbols,0.0,1.0
0xae3eb4e490a3c20bd7bed609fb31d660dcfd5a63,,Empty token symbols,token_symbols,0.0,1.0
0x04cc16c803cb185f1ed1c79c681121b9744389c3,,Empty token symbols,token_symbols,0.0,1.0
0x93022bac358ebcd0ade080cc63fbdcb7cfd6e32a,,Empty token symbols,token_symbols,0.0,1.0
0xfe1f254a32d54addf4ee20e5b87907d0513deaca,,Empty token symbols,token_symbols,0.0,1.0
0x285e6e07ce1bcd84cc9b6f2ef661de222899eb23,,Empty token symbols,token_symbols,0.0,1.0
0x6009304abe7a63e3b2956d8a167fa0d8f343d8e5,,Empty token symbols,token_symbols,0.0,1.0
0x3fab71254bac9051988866f61a78370ac03f4ef8,,Empty token symbols,token_symbols,0.0,1.0
0x999e611c55e45d56f5468d92894653e651902026,,Empty token symbols,token_symbols,0.0,1.0
0x11d5ca22089f99b00ae7be0f36770162696baf4a,,Empty token symbols,token_symbols,0.0,1.0
0x35ad643cb36e5deebd92133165e917a261afefae,,Empty token symbols,token_symbols,0.0,1.0
0x597552be8fb294b522cffeb8491fb518945f0597,,Empty token symbols,token_symbols,0.0,1.0
0x20c9b776445c11e91f46aa048d57dd9c2f4f6fdb,,Empty token symbols,token_symbols,0.0,1.0
0xbc1944fd9dc15597ce6275cf1c414b24e42d78ff,,Empty token symbols,token_symbols,0.0,1.0
0x4d153a21771c38ff0f1003e59224e460c51de3c7,,Empty token symbols,token_symbols,0.0,1.0
0x2b64521c30e63991908bba64e127305ede82fa7b,,Empty token symbols,token_symbols,0.0,1.0
0x2539bb6d778a348fdd68348b8455473d07075b56,,Empty token symbols,token_symbols,0.0,1.0
0xda91c789f39e649af68c0eeb4d34ceb922262acb,,Empty token symbols,token_symbols,0.0,1.0
0x25db903c90fe0a4537bb297afc768fd845c8bf2d,,Empty token symbols,token_symbols,0.0,1.0
0x5a8921494021e2d86a193ee5b437557b93cbe3e2,,Empty token symbols,token_symbols,0.0,1.0
0xb8136f36a7fd1a627caaeccfee2f4cb93cd32521,,Empty token symbols,token_symbols,0.0,1.0
0x8f347fb9f023b510758d70528704b36ad76cac91,,Empty token symbols,token_symbols,0.0,1.0
0x04463fae3cd21a93a5ecba7b0c8816c0d8e7c5e8,,Empty token symbols,token_symbols,0.0,1.0
0x14b731d966784a3b80c771de7cebb96ddb30be36,,Empty token symbols,token_symbols,0.0,1.0
0x836c6b2e6a83cb3eaa48dd84da3e641bf0f23efb,,Empty token symbols,token_symbols,0.0,1.0
0x82492cbf86076e13d4ab04acab308f09fc68e72b,,Empty token symbols,token_symbols,0.0,1.0
0xbfce65828e648afdfa4e6b77c2134dff8abdf8b6,,Empty token symbols,token_symbols,0.0,1.0
0x30ffe705f632a93c0194b1c7452d614c489b6374,,Empty token symbols,token_symbols,0.0,1.0
0x2fa0b60d1ce41b34e99c1157f07ae302a07aca10,,Empty token symbols,token_symbols,0.0,1.0
0xef40c22fd93eb896177a8b670990f70efdcba915,,Empty token symbols,token_symbols,0.0,1.0
0x7641e252f6763b963246fae385c3afe55dab1da5,,Empty token symbols,token_symbols,0.0,1.0
0xf5472e8d8f34eed9e9124c28e64c6bd81baf3b08,,Empty token symbols,token_symbols,0.0,1.0
0x25674f86c3a75df0f110e98583fa62759ea6755c,,Empty token symbols,token_symbols,0.0,1.0
0x639eefe562b22580bd0861fcf8123c308f1b4f82,,Empty token symbols,token_symbols,0.0,1.0
0x0044949f51bf6cc8e898c92cee85bc99bc79fda7,,Empty token symbols,token_symbols,0.0,1.0
0xb3b8190f8da7a9e8fe98f873c7ecf914c2333333,,Empty token symbols,token_symbols,0.0,1.0
0xea1a47a42b1965a5e59de632a2ae0d10c6333e96,,Empty token symbols,token_symbols,0.0,1.0
0x10f630b8e801da6753a09963c6f6c6664aa39d6f,,Empty token symbols,token_symbols,0.0,1.0
0x9483faab991cfc8de71e17dfc8596495cb9ef953,,Empty token symbols,token_symbols,0.0,1.0
0x647fcc00ed852abd05a6835e2427894e10c9d78d,,Empty token symbols,token_symbols,0.0,1.0
0xcf0fcb65157350f898b36244db683376171d9e3a,,Empty token symbols,token_symbols,0.0,1.0
0x03e60209bfa52fb516830ba31d9dc9d21a57a3a2,,Empty token symbols,token_symbols,0.0,1.0
0x0dfb4ec871b9d9f6a0d6877ff9fd8e93d02ce212,,Empty token symbols,token_symbols,0.0,1.0
0x0f7981ae60708d4d64040999e463f106b13f07c5,,Empty token symbols,token_symbols,0.0,1.0
0x5b393bd3c1d0d334b8bb9ae106edb4ec33801a3c,,Empty token symbols,token_symbols,0.0,1.0
0x7641029aab405afc247ed61a38aa3eaa7002c53c,,Empty token symbols,token_symbols,0.0,1.0
0x440fa87a73025aabe2bfbb5e02a2be151a1b4797,,Empty token symbols,token_symbols,0.0,1.0
0x3bfaf0290f0458226eba81778fc5ea160629d001,,Empty token symbols,token_symbols,0.0,1.0
0x9b596a4ec1b32d40d9473118fba9ca5fa1ea46df,,Empty token symbols,token_symbols,0.0,1.0
0x2fcf1652afa53808e116d2329f4ee97859b4672e,,Empty token symbols,token_symbols,0.0,1.0
0x46bb8feaef06b77f52bb59c8067648cb95e8a568,,Empty token symbols,token_symbols,0.0,1.0
0xcae6d3a7bbb2112a308d347563cabe28c0666db1,,Empty token symbols,token_symbols,0.0,1.0
0x0fd231666ad245afc7d6918ba32c7f1d95e4c295,,Empty token symbols,token_symbols,0.0,1.0
0xfa768651d5aa3305eb9f8271b1199d74d7c13979,,Empty token symbols,token_symbols,0.0,1.0
0xf73e02da5bd63aa146c16483ebb4d4baf7a58513,,Empty token symbols,token_symbols,0.0,1.0
0x6531ea52930c5a9b725e3bb2c1347a63abdeb571,,Empty token symbols,token_symbols,0.0,1.0
0x2a47ad251565ffa65a845a1b0bfb371df63e0415,,Empty token symbols,token_symbols,0.0,1.0
0x5be5791931c0881297291e22343fed82f4491017,,Empty token symbols,token_symbols,0.0,1.0
0x28ca0e9785f517a2936a29465a9306e663492c48,,Empty token symbols,token_symbols,0.0,1.0
0xb714aebc55437aee3a4be6642397b1d2f7970f61,,Empty token symbols,token_symbols,0.0,1.0
0x307612000914baa0d838cd3d2ada34d9017747c0,,Empty token symbols,token_symbols,0.0,1.0
0xfb67eb73c2a67193808790f748a715a02734578c,,Empty token symbols,token_symbols,0.0,1.0
0x706cada26bd9c62449c7b3aec9412dc3a48ed481,,Empty token symbols,token_symbols,0.0,1.0
0x7276948a0970b93a2edbb508306d1d73d25ec1ea,,Empty token symbols,token_symbols,0.0,1.0
0x59de1eee8a6e4e4db101efe309b32d6d5522f770,,Empty token symbols,token_symbols,0.0,1.0
0x4cc883a27a74996b8351f8cd8d3bd48f9cfe2775,,Empty token symbols,token_symbols,0.0,1.0
0x85d078458ff4954f7b481a4f19f4767748e43822,,Empty token symbols,token_symbols,0.0,1.0
0xe1970f21b319b7bc493cb93a51adc17cdf6ad98e,,Empty token symbols,token_symbols,0.0,1.0
0x7a45f3391855eff0d84958957abb13a0171261dc,,Empty token symbols,token_symbols,0.0,1.0
0xec2df93466374305bce84667b35c29a9fe7cdb5b,,Empty token symbols,token_symbols,0.0,1.0
0x930c4a32382ea71e96d5d2c7c9b843250a811e67,,Empty token symbols,token_symbols,0.0,1.0
0xf835b9a2a3d15b4320d1e9f3fdba8487b4f546ae,,Empty token symbols,token_symbols,0.0,1.0
0x744637d290b5778c177ba16d09d249bbff077b83,,Empty token symbols,token_symbols,0.0,1.0
0x2fff339d0e6275a228211ff6c6267f114317fd6f,,Empty token symbols,token_symbols,0.0,1.0
0x567e9b054ce37eea4e5220f575dea9ef45922b36,,Empty token symbols,token_symbols,0.0,1.0
0x3f119cef08480751c47a6f59af1ad2f90b319d44,,Empty token symbols,token_symbols,0.0,1.0
0x4e7c3c28be2a63a4e7d2d8e346c8d288a6a92b8e,,Empty token symbols,token_symbols,0.0,1.0
0xee925d6b32ffbf9a8dfdc4cf48027b398a6046ba,,Empty token symbols,token_symbols,0.0,1.0
0x1aac068ecafce88743b7e1b96c5efeb5fc6e7da0,,Empty token symbols,token_symbols,0.0,1.0
0x505b7d4d39603d434bf2c49c4353f19c3c6f0aa1,,Empty token symbols,token_symbols,0.0,1.0
0xcb09f00585b62b6ebb629a9e538afc1f48d4c962,,Empty token symbols,token_symbols,0.0,1.0
0xd3cf84edf9bed670cf9e9983b252b5d9c4818afa,,Empty token symbols,token_symbols,0.0,1.0
0x2cd1f908afd23bb6c2ea7f55349074ff70cf433f,,Empty token symbols,token_symbols,0.0,1.0
0xa503caadc4767ca98d5f4ade44716ff7573065fd,,Empty token symbols,token_symbols,0.0,1.0
0x6b10daf096c1268d4b21f344d8316be32c0c6a39,,Empty token symbols,token_symbols,0.0,1.0
0x80246096eb91d06685de2be2685bdccf54045bf4,,Empty token symbols,token_symbols,0.0,1.0
0x4337044e8b7a221d141fe622eb2460f050a6b6c2,,Empty token symbols,token_symbols,0.0,1.0
0x499e4a3e184dee11311ba92295a4c7c2829ca71b,,Empty token symbols,token_symbols,0.0,1.0
0x40d24543c96614b6e98be6b073413b1ccce65735,,Empty token symbols,token_symbols,0.0,1.0
0x543a1f32c31701b7692a6569ef40ed98b8de440b,,Empty token symbols,token_symbols,0.0,1.0
0x6c2c092f0ec6ea20f8fbc5cc7e6299f83ac099e6,,Empty token symbols,token_symbols,0.0,1.0
0x5ec9abed134ddcebd69676948f2a4154a57d5ea2,,Empty token symbols,token_symbols,0.0,1.0
0xe50334dd219203038e0a6e37ff1833c5243a0810,,Empty token symbols,token_symbols,0.0,1.0
0x72747c02b853e71023dc67dcf28ad3db1297918a,,Empty token symbols,token_symbols,0.0,1.0
0x6affdf9ead4510a68c52166e834b0f69c3c5fe5b,,Empty token symbols,token_symbols,0.0,1.0
0xbecc33fe6d0128c31823027c3077950b0a0756df,,Empty token symbols,token_symbols,0.0,1.0
0xa6c3cf6e6c1346728f58ea1eaa076bfa4b1eaace,,Empty token symbols,token_symbols,0.0,1.0
0x706b9b018dc130064a6aca4c32da42afc60c092b,,Empty token symbols,token_symbols,0.0,1.0
0x7213c4fa54436e1fe10141eb07ef8f954f36fb17,,Empty token symbols,token_symbols,0.0,1.0
0x827ee2c7175be140a8a8c6c55cde941840ae2b92,,Empty token symbols,token_symbols,0.0,1.0
0xe39acd238f5e1e534680c5e743894788fc3b5802,,Empty token symbols,token_symbols,0.0,1.0
0x0c7df75e44a2c54640cee02f47caf3975cbf9710,,Empty token symbols,token_symbols,0.0,1.0
0xc9eb485a3c171ca9b6e835707c1f471c4cbbfeee,,Empty token symbols,token_symbols,0.0,1.0
0x79bb8079735749871ac15775958bae1d064caf80,,Empty token symbols,token_symbols,0.0,1.0
0x1a8b30254b987be38cedb67a65565e3bdd7fcf3d,,Empty token symbols,token_symbols,0.0,1.0
0xbbebed8c93da9c1f461dec9f8918227680155623,,Empty token symbols,token_symbols,0.0,1.0
0xc610126ffab3fddafcf15d26c051aaef53ee15ec,,Empty token symbols,token_symbols,0.0,1.0
0x1d66959307c961821d0d26be516aa855ea650928,,Empty token symbols,token_symbols,0.0,1.0
0xc1182b2a4e036b7deb496b0b8c238d047a6fdf4b,,Empty token symbols,token_symbols,0.0,1.0
0x61c00b460b320935aae718c0ceb5d864c4864846,,Empty token symbols,token_symbols,0.0,1.0
0xfc73fa17e167888f5493bf51951fc018eb5ae3ed,,Empty token symbols,token_symbols,0.0,1.0
0x32305819c4b2f57b16584e0aea8924b82719104d,,Empty token symbols,token_symbols,0.0,1.0
0xcfa82fc61ddd3dd6a76cd66233e7636c95019248,,Empty token symbols,token_symbols,0.0,1.0
0x2b2775311be9b2544d454fe1630ff121fbc2733d,,Empty token symbols,token_symbols,0.0,1.0
0x200d3f41e9f6e097b7a8ed6d929a3b80e9a4a3b4,,Empty token symbols,token_symbols,0.0,1.0
0x75bcdbc99d9ce8ea5c8b0298cf2db409c8a9790a,,Empty token symbols,token_symbols,0.0,1.0
0x84d62fa3e68d22ab7d9cc14920916b681c6fda7a,,Empty token symbols,token_symbols,0.0,1.0
0x278ec0c8d49ef6b9dffc433c7ec50748dabe6bd1,,Empty token symbols,token_symbols,0.0,1.0
0x66502cada1c0bc211e47836a2e14ec73f0455c62,,Empty token symbols,token_symbols,0.0,1.0
0xf807dbd5e71ca1a6146ca00ca7c65122c785beef,,Empty token symbols,token_symbols,0.0,1.0
0xe7014a666967f0c99435cdebd2bbe87818be379d,,Empty token symbols,token_symbols,0.0,1.0
0xf6af31547b59022dd42aecd399817a7f5dbb86aa,,Empty token symbols,token_symbols,0.0,1.0
0xb2ee0892cc54da2cc3d96e6897f4175255e8f61d,,Empty token symbols,token_symbols,0.0,1.0
0xf4228b90575f86bda6959b1dce6f25d6b262fe4c,,Empty token symbols,token_symbols,0.0,1.0
0x99913e7299714ddb66dfa31f5e873b5fa4aba0dc,,Empty token symbols,token_symbols,0.0,1.0
0x8b5cf763ca3c832273428ddc3fefdc5dc3c1f9d4,,Empty token symbols,token_symbols,0.0,1.0
0xbf14e82135045a57cf8dff7b5089cb3696c2a6e5,,Empty token symbols,token_symbols,0.0,1.0
0xcef7486f33923968e1f2ac8713bd42d9a4a70b46,,Empty token symbols,token_symbols,0.0,1.0
0xd5ca32706252f63762c96a34d945f4962d8a6a0f,,Empty token symbols,token_symbols,0.0,1.0
0xc7eeb1531effb84ce54bd9408053bd8e0398aa39,,Empty token symbols,token_symbols,0.0,1.0
0x078db6a4530bd8b78c567ee5725bead75013986e,,Empty token symbols,token_symbols,0.0,1.0
0x98b199779995a07aef85e6eb82ae32debdd7f56c,,Empty token symbols,token_symbols,0.0,1.0
0x1f6f5ea8c18bd9cc0d9280f75a44acb57332277d,,Empty token symbols,token_symbols,0.0,1.0
0x25cb64aa24f560a0719e92f4ebff2876f0da4267,,Empty token symbols,token_symbols,0.0,1.0
0x26aecc32cd80e439391572e36849d655756b0bfc,,Empty token symbols,token_symbols,0.0,1.0
0xe05bf1470ce307b50edd9f6847d71ef2ed701388,,Empty token symbols,token_symbols,0.0,1.0
0x2878bbec57b8ba4c303724025a320b3683a23c25,,Empty token symbols,token_symbols,0.0,1.0
0xd9b1811d8813ca6a7981611803778010ed9a2ec4,,Empty token symbols,token_symbols,0.0,1.0
0xbf8d6aa71ef142823122b363dc354bfe85df704b,,Empty token symbols,token_symbols,0.0,1.0
0x6f042c43d11a3f1513810f92eb34fc58e8240804,,Empty token symbols,token_symbols,0.0,1.0
0xa4cb897afea39816e1fb2fa04b3f0743a155e2cb,,Empty token symbols,token_symbols,0.0,1.0
0xef71e90559e906e17e645751d39f59e925b03d75,,Empty token symbols,token_symbols,0.0,1.0
0x7316a65a78b47988d4c07105d26824676b6312cc,,Empty token symbols,token_symbols,0.0,1.0
0x7bfc5dbd6656c67621ecbfe80d3a77444bf6a583,,Empty token symbols,token_symbols,0.0,1.0
0xa4fcac5dcfb96b9b84e4a41b5151aac1563ed435,,Empty token symbols,token_symbols,0.0,1.0
0xc31de6f9065c657a399ff5e1ceb4ccd73a2034c1,,Empty token symbols,token_symbols,0.0,1.0
0x0029ba34c92bc5b8d06e26549fbb9d71f1817a01,,Empty token symbols,token_symbols,0.0,1.0
0x480c0307257a012b646b5ac04635272b35a49cc0,,Empty token symbols,token_symbols,0.0,1.0
0x7aa9d09a6d283f5b5ec724d7dd8fa70673553183,,Empty token symbols,token_symbols,0.0,1.0
0xec1163e755371e453c03e9282d55b21b6839a908,,Empty token symbols,token_symbols,0.0,1.0
0xe044729acbac7f6f20f895b73d087aa5e7326f9d,,Empty token symbols,token_symbols,0.0,1.0
0x9004017f57fda27147a0f4dc288a3066ea3d7ccc,,Empty token symbols,token_symbols,0.0,1.0
0xb9e3288e321e1668ccfad62bc980b2e6fe55f1d8,,Empty token symbols,token_symbols,0.0,1.0
